date,rating,title_review
2020-01-01 05:36:26,1,"['remove', 'garena', 'game', 'load', 'much', 'good', 'paymaya', 'brings', 'back', 'garena', 'game', 'load']"
2020-01-01 08:40:34,1,"['download', 'try', 'get', 'help', 'via', 'email', 'reason', 'otp', 'send', 'sumber', 'keep', 'tell', 'need', 'otp', 'know', 'tell', 'way', 'verify', 'seriously', 'tell', 'could', 'take', 'picture', 'simcard', 'driver', 'liscence', 'mean', 'enough', 'send', 'email', 'star', 'since', 'even', 'use', 'literally', 'way', 'take', 'back', 'ur', 'account', 'without', 'otp', 'download', 'rating', 'god', 'sake', 'family', 'delete', 'account', 'repeatedly', 'ask', 'kindly', 'help', 'nothing', 'thanks', 'lot']"
2020-01-01 11:34:17,1,"['reversal', 'peso', 'bad', 'customer', 'service', 'send', 'girlfriend', 'peso', 'via', 'instapay', 'last', 'december', 'receive', 'money', 'yet', 'customer', 'service', 'always', 'say', 'report', 'file', 'contact', 'everyday', 'ask', 'update', 'still', 'none', 'really', 'need', 'money', 'right', 'please', 'give', 'back', 'u', 'immediately', 'please']"
2020-01-01 13:44:46,1,"['useless', 'useless', 'paymaya', 'mag', 'upgrade', 'card', 'okay', 'sana', 'inaupdate']"
2020-01-01 14:01:27,1,"['money', 'add', 'money', 'account', 'last', 'week', 'yet', 'update', 'contact', 'customer', 'support', 'receive', 'reply', 'disappointing']"
2020-01-03 02:51:14,2,"['upgrade', 'account', 'upgrade', 'account', 'download', 'last', 'august', 'already', 'still', 'canmt', 'upgrade']"
2020-01-03 03:03:24,2,"['login', 'issue', 'upgrade', 'issue', 'update', 'upgrade', 'account', 'almost', 'week', 'waiting', 'still', 'response', 'upgrade', 'request', 'issue', 'log', 'touch', 'id', 'enter', 'password', 'every', 'time', 'really', 'inconvenient', 'time', 'consume', 'please', 'fix', 'really', 'need', 'upgrade', 'account', 'soon', 'possible', 'thanks', 'hope', 'dev', 'team', 'responds']"
2020-01-03 04:13:09,1,"['bad', 'bad', 'customer', 'support', 'register', 'application', 'send', 'review', 'st', 'week', 'december', 'tell', 'give', 'hour', 'review', 'think', 'pertain', 'eternity', 'respond', 'customer', 'support', 'try', 'scripted', 'response', 'reinstall', 'make', 'sure', 'update', 'io', 'etc', 'next', 'show', 'incompentency', 'respond', 'anymore', 'funny', 'even', 'address', 'wrong', 'name', 'email', 'lol', 'poor']"
2020-01-04 02:41:01,1,"['tsk', 'tsk', 'makatanggap', 'text', 'paymaya', 'whaaaaaat', 'happen']"
2020-01-04 02:50:00,1,"['horrible', 'password', 'reset', 'system', 'everytime', 'end', 'run', 'attempt', 'enter', 'password', 'forget', 'password', 'force', 'change', 'password', 'reset', 'enter', 'phone', 'number', 'account', 'send', 'reset', 'link', 'another', 'email', 'reason', 'even', 'though', 'already', 'email', 'address', 'enter']"
2020-01-04 04:39:56,1,"['mag', 'nanakaw', 'guy', 'inform', 'lang', 'kayo', 'never', 'kayo', 'mag', 'tiwala', 'paymaya', 'scam', 'nang', 'nanakaw', 'pera', 'lalo', 'papa', 'load', 'nababawasan', 'pera', 'mo', 'paymaya', 'dumadating', 'load', 'lang', 'araw', 'akong', 'nag', 'chat', 'knila', 'never', 'resolve', 'issue', 'mag', 'nanakaw', 'kayo']"
2020-01-04 05:23:09,1,"['verify', 'account', 'nature', 'work', 'verify', 'account', 'show', 'anything', 'suppose', 'upgrade', 'account']"
2020-01-04 07:30:42,1,"['card', 'get', 'blocked', 'customer', 'service', 'mean', 'nothing', 'call', 'nobody', 'answer', 'disappointed', 'really', 'need', 'pay', 'something', 'paymaya', 'right', 'block', 'virdual', 'card', 'use', 'customer', 'service', 'think', 'paymaya', 'one']"
2020-01-04 09:45:13,1,"['want', 'refund', 'bring', 'regular', 'load', 'week', 'ago', 'get', 'receipt', 'receiver', 'get', 'load', 'get', 'confirmation', 'text', 'load', 'successful', 'sent', 'thing', 'load', 'get', 'charge', 'balance', 'please', 'want', 'refund']"
2020-01-04 14:52:01,1,"['ridiculous', 'poor', 'customer', 'support', 'take', 'forever', 'upgrade', 'account', 'view', 'virtual', 'card', 'block', 'virtual', 'card', 'reason', 'still', 'charge', 'use', 'expired', 'virtual', 'card', 'even', 'though', 'I', 'try', 'buy', 'something', 'online', 'let', 'use', 'virtual', 'card', 'number', 'block']"
2020-01-04 18:06:00,1,"['account', 'upgrade', 'failure', 'day', 'since', 'apply', 'accoubt', 'update', 'good', 'purchase', 'system', 'keep', 'say', 'please', 'wait', 'hour', 'upgrade', 'complete', 'dissapointing']"
